id,name,host_id,neighbourhood_cleansed,room_type,price,minimum_nights,number_of_reviews,availability_365,bedrooms,bathrooms,review_scores_rating,accommodates,reviews_per_month,host_since,price_per_bedroom,price_per_bathroom,price_per_person,host_experience_years,experienced_host,luxury_flag
4022209,Hotel Pac Hgts King Free Car Park#B,20850212,Pacific Heights,Private room,129.0,1,189,222,1.0,1.0,4.58,2,1.46,2014-09-02,129.0,129.0,64.5,10.857534246575343,True,False
4022990,Hotel Pac Hgts 2 Bed Free Car ParkB,20850212,Pacific Heights,Private room,149.0,1,373,180,1.0,1.0,4.51,4,2.88,2014-09-02,149.0,149.0,37.25,10.857534246575343,True,False
4023585,Warm cozy home near coast & easy access to all sf.,131802738,Ocean View,Entire home/apt,150.0,30,31,308,3.0,2.0,4.58,6,0.24,2017-05-24,50.0,75.0,25.0,8.131506849315068,True,False
4026354,Cozy 2 BR + Nice Ocean View+parking,20860681,Parkside,Entire home/apt,128.0,4,549,49,2.0,1.0,4.67,4,4.22,2014-09-02,64.0,128.0,32.0,10.857534246575343,True,False
4032822,Sun!Hot Tub! Central! Big Kitchen!,10718457,Castro/Upper Market,Private room,169.0,30,8,365,1.0,1.0,4.63,2,0.06,2013-12-19,169.0,169.0,84.5,11.561643835616438,True,False
4059549,Hotel Pac Hgts 2 Bed Free Car ParkC,20850212,Marina,Private room,149.0,1,365,180,1.0,1.0,4.53,4,2.81,2014-09-02,149.0,149.0,37.25,10.857534246575343,True,False
4068598,San Francisco Mid Century Modern with Views,7270890,Bayview,Entire home/apt,150.0,30,163,53,2.0,1.0,4.8,2,1.49,2013-07-03,75.0,150.0,75.0,12.024657534246575,True,False
4093967,"Garden Suite, Magical Garden+OMG Views/Outdoor Tub",21235826,Bernal Heights,Entire home/apt,226.0,2,333,275,1.0,1.0,4.91,4,2.57,2014-09-12,226.0,226.0,56.5,10.830136986301369,True,False
4097700,SWEET Suite BAKER Street hosted by Sweet Caroline,3594968,Marina,Entire home/apt,195.0,4,75,193,1.0,1.0,4.79,2,0.8,2012-09-17,195.0,195.0,97.5,12.816438356164383,True,False
4100473,Large Alamo Square One Bedroom apt,8860167,Western Addition,Entire home/apt,120.0,30,62,320,1.0,1.0,4.71,3,0.48,2013-09-16,120.0,120.0,40.0,11.819178082191781,True,False
4105892,"Music Suite, Magical Garden, OMG Views/Outdoor Tub",21235826,Bernal Heights,Entire home/apt,224.0,2,267,275,1.0,1.0,4.92,4,2.1,2014-09-12,224.0,224.0,56.0,10.830136986301369,True,False
4106442,Cozy SF Garden Apt/ Private Patio 31 days +,21269104,Mission,Entire home/apt,75.0,30,166,267,1.0,1.0,4.63,4,1.28,2014-09-12,75.0,75.0,18.75,10.830136986301369,True,False
4157192,Hilltop House Guest Suite with Stunning View,8990678,Bernal Heights,Entire home/apt,150.0,30,28,195,1.0,1.0,4.96,2,0.22,2013-09-22,150.0,150.0,75.0,11.802739726027397,True,False
4157431,Spacious 1 BR / 1 BA Living in Russian Hill,21573904,Russian Hill,Entire home/apt,136.0,30,65,210,1.0,1.0,4.86,2,0.5,2014-09-20,136.0,136.0,68.0,10.808219178082192,True,False
4184406,Sunny Victorian - Bay Window Room,742560,Castro/Upper Market,Private room,155.0,3,241,44,1.0,1.0,4.95,1,1.86,2011-06-25,155.0,155.0,155.0,14.04931506849315,True,False
4191242,"Top of the Telegraph Hill,  1 BR",6390702,North Beach,Entire home/apt,130.0,30,119,224,1.0,1.0,4.75,2,0.91,2013-05-14,130.0,130.0,65.0,12.161643835616438,True,False
4243837,Beach Cottage,21915488,Outer Sunset,Entire home/apt,216.0,4,96,47,1.0,1.0,4.96,3,0.74,2014-09-29,216.0,216.0,72.0,10.783561643835617,True,False
4250927,Peaceful Noe Home with Office and Patio by 24th Street,22058927,Noe Valley,Entire home/apt,260.0,30,83,102,2.0,2.0,4.99,4,0.64,2014-10-02,130.0,130.0,65.0,10.775342465753425,True,False
4252808,"Charming Garden Apartment, Steps From The Beach",3059177,Outer Sunset,Entire home/apt,134.0,2,629,178,1.0,1.0,4.97,3,5.49,2012-07-26,134.0,134.0,44.666666666666664,12.961643835616439,True,False
4269254,Perfect getaway near Japantown,12798531,Western Addition,Entire home/apt,155.0,3,576,323,1.0,1.0,4.92,2,4.44,2014-03-04,155.0,155.0,77.5,11.356164383561644,True,False
4280408,"Oasis to relax, Sunny with Surrounding Views",11527863,Pacific Heights,Private room,160.0,2,83,338,1.0,1.0,4.71,2,0.64,2014-01-21,160.0,160.0,80.0,11.471232876712328,True,False
4287481,"Spacious Apt, Golden Gate Park/UCSF, Parking Incl",357468,Outer Sunset,Entire home/apt,158.0,2,476,246,1.0,1.0,4.74,4,3.68,2011-01-22,158.0,158.0,39.5,14.471232876712328,True,False
4302138,"Ultra-modern, luxury apt in Central Richmond Dist",19799378,Inner Richmond,Entire home/apt,183.0,30,17,275,1.0,1.0,5.0,2,0.41,2014-08-10,183.0,183.0,91.5,10.92054794520548,True,False
4305042,Welcome To Your Perfect San Francisco Getaway,22347599,West of Twin Peaks,Entire home/apt,169.0,3,308,179,1.0,1.0,4.97,2,2.42,2014-10-09,169.0,169.0,84.5,10.756164383561643,True,False
4335379,Cozy SF Glen Park 3BR/2BA home with a view,22510974,Glen Park,Entire home/apt,250.0,30,0,236,4.0,2.0,,6,0.0,2014-10-14,62.5,125.0,41.666666666666664,10.742465753424657,True,False
4343722,1 BR w  Rooftop Deck & Gym - SF Life Real Estate,1257432,Downtown/Civic Center,Entire home/apt,172.0,30,17,150,1.0,1.0,4.88,2,0.14,2011-10-06,172.0,172.0,86.0,13.767123287671232,True,False
4359078,Hotel Pac Hgts 2 Bed Free Car ParkD,20850212,Pacific Heights,Private room,149.0,1,447,280,1.0,1.0,4.6,4,3.45,2014-09-02,149.0,149.0,37.25,10.857534246575343,True,False
4378102,"Beautiful, central,hip area Haight",3895812,Western Addition,Private room,64.0,30,0,179,1.0,2.0,,1,0.0,2012-10-17,64.0,32.0,64.0,12.734246575342466,True,False
4402199,Chic Jr. Studio Pacific Heights Victorian Home-pvt,20169016,Western Addition,Entire home/apt,225.0,1,306,280,1.0,1.0,4.93,2,2.54,2014-08-17,225.0,225.0,112.5,10.901369863013699,True,False
4416566,Spacious 1BR w/ Panoramic Views and Terrace,19935364,Noe Valley,Entire home/apt,140.0,30,30,304,1.0,1.0,4.7,2,0.24,2014-08-13,140.0,140.0,70.0,10.912328767123288,True,False
4417901,Queen Bed Private Room @Fun & Social Hostel#1,22931450,North Beach,Private room,114.0,1,207,320,1.0,5.0,4.61,2,1.6,2014-10-24,114.0,22.8,57.0,10.715068493150685,True,False
4429475,Two blocks from UCSF - newly renovated home,356625,Inner Sunset,Entire home/apt,385.0,4,100,21,3.0,2.5,4.96,5,0.78,2011-01-21,128.33333333333334,154.0,77.0,14.473972602739726,True,False
4429527,Cozy & quiet 1BR in West Portal,7813710,West of Twin Peaks,Entire home/apt,132.0,2,145,283,1.0,1.0,4.89,2,1.17,2013-07-30,132.0,132.0,66.0,11.95068493150685,True,False
4445540,1 BD/1 BA Twin Peaks Lookout w/ City Views,23071835,Twin Peaks,Entire home/apt,200.0,30,56,320,1.0,1.0,4.93,2,0.46,2014-10-28,200.0,200.0,100.0,10.704109589041096,True,False
4470873,Peace House In-Law,23195770,Western Addition,Entire home/apt,145.0,30,84,289,1.0,1.0,4.82,4,0.65,2014-10-31,145.0,145.0,36.25,10.695890410958905,True,False
4500244,Sunny Sweet Mission Dolores Apartment,21195442,Mission,Entire home/apt,94.0,30,41,87,1.0,1.0,4.68,1,0.32,2014-09-11,94.0,94.0,94.0,10.832876712328767,True,False
4518031,Dorm Beds at Social SF Hostel #2,22931450,North Beach,Shared room,41.0,1,394,330,1.0,10.0,4.69,5,3.05,2014-10-24,41.0,4.1,8.2,10.715068493150685,True,False
4527553,"Gorgeous Victorian, Trendy Mission",1502207,Mission,Entire home/apt,241.0,30,79,304,2.0,1.5,4.9,4,0.62,2011-12-13,120.5,160.66666666666666,60.25,13.580821917808219,True,False
4533440,Comfortable Room in Artistic Condo,18818082,Mission,Private room,94.0,3,194,35,1.0,1.0,4.94,2,1.53,2014-07-24,94.0,94.0,47.0,10.967123287671233,True,False
4550843,Perfect Garden Apt - Laurel Heights,6341317,Presidio Heights,Entire home/apt,99.0,30,28,255,1.0,1.0,4.75,2,0.22,2013-05-11,99.0,99.0,49.5,12.169863013698631,True,False
4575906,Cozy single bedroom #1,23719876,Nob Hill,Private room,66.0,30,11,311,1.0,1.0,4.82,2,0.09,2014-11-13,66.0,66.0,33.0,10.66027397260274,True,False
4576076,Nob Hill cozy single bedroom #4,23719876,Nob Hill,Private room,77.0,30,16,312,1.0,1.0,4.69,1,0.12,2014-11-13,77.0,77.0,77.0,10.66027397260274,True,False
4576288,Wonderful PVT. Room#3,23719876,Inner Richmond,Private room,88.0,30,14,311,1.0,1.0,4.29,2,0.12,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
4576487,Cozy PVT. room in Richmond #2,23719876,Inner Richmond,Private room,88.0,30,21,22,1.0,1.0,4.19,2,0.16,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
4597675,* Spacious  Room / Private Bath & Deck*,5026313,Western Addition,Private room,94.0,30,15,124,1.0,1.0,4.93,1,0.18,2013-02-09,94.0,94.0,94.0,12.419178082191781,True,False
4598364,* Beautifully Furnished Room with Private Deck*,5026313,Western Addition,Private room,73.0,30,9,103,1.0,1.0,4.89,1,0.08,2013-02-09,73.0,73.0,73.0,12.419178082191781,True,False
4607282,SF 2 BDR 1.5 bath Flat w/Ocean Views parking,7895922,West of Twin Peaks,Entire home/apt,325.0,2,40,99,2.0,1.0,4.95,3,0.33,2013-08-02,162.5,325.0,108.33333333333333,11.942465753424658,True,False
4614763,San Fran Zanadu: Private Garden Suite-Parking avlb,75978,Mission,Entire home/apt,228.0,3,654,156,1.0,1.0,4.95,5,5.11,2010-01-31,228.0,228.0,45.6,15.446575342465753,True,False
4616040,Recent Remodeled Garden Studio Condo Home,10162964,Mission,Entire home/apt,140.0,30,36,320,1.0,1.0,4.75,2,0.29,2013-11-21,140.0,140.0,70.0,11.638356164383561,True,False
4617719,2BR/1BA Modern w $25/day parking option cars <17ft,8515925,Excelsior,Entire home/apt,109.0,2,573,67,2.0,1.0,4.9,6,4.49,2013-08-29,54.5,109.0,18.166666666666668,11.868493150684932,True,False
4631873,Hotel Pac Hgts Queen Free Car ParkB,20850212,Russian Hill,Hotel room,119.0,1,447,215,1.0,1.0,4.49,2,3.47,2014-09-02,119.0,119.0,59.5,10.857534246575343,True,False
4632133,Hotel Pac Hgts King Free Car Park#A,20850212,Pacific Heights,Private room,129.0,1,227,224,1.0,1.0,4.55,2,1.76,2014-09-02,129.0,129.0,64.5,10.857534246575343,True,False
4650391,Venetian Room in San Francisco,4249288,Excelsior,Private room,99.0,2,132,365,1.0,1.0,4.87,2,1.04,2012-11-26,99.0,99.0,49.5,12.624657534246575,True,False
4663060,Peaceful Noe Valley private space near everything,10924383,Noe Valley,Entire home/apt,131.0,1,550,53,1.0,1.0,4.78,2,4.28,2013-12-31,131.0,131.0,65.5,11.528767123287672,True,False
4663132,Zen Noe Valley 3+ Bedroom Home w/ Dramatic Views,10924383,Noe Valley,Entire home/apt,596.0,4,32,150,3.0,2.5,4.88,8,0.25,2013-12-31,198.66666666666666,238.4,74.5,11.528767123287672,True,True
4701489,SF Hotel Studio: Union Square Gem!,22267033,Downtown/Civic Center,Entire home/apt,298.0,2,56,365,0.0,1.0,4.95,4,0.44,2014-10-08,inf,298.0,74.5,10.758904109589041,True,False
4713319,Dogpatch Gem Apt Parking Included!,197237,Potrero Hill,Entire home/apt,144.0,30,25,148,1.0,1.5,4.84,2,0.2,2010-08-10,144.0,96.0,72.0,14.923287671232877,True,False
4718629,Single Small private 1br 1ba no clean fee!,2683422,Outer Sunset,Entire home/apt,99.0,2,361,222,1.0,1.0,4.8,2,3.83,2012-06-19,99.0,99.0,49.5,13.063013698630137,True,False
4748287,Blue Room retreat.,1776403,Mission,Private room,87.0,30,69,304,1.0,1.0,4.87,1,0.56,2012-02-19,87.0,87.0,87.0,13.394520547945206,True,False
4788133,Spacious furnished Rm on 22nd ave with Garden View,5977346,Outer Sunset,Private room,63.0,15,4,165,1.0,1.0,4.75,1,0.03,2013-04-17,63.0,63.0,63.0,12.235616438356164,True,False
4807817,Best part of bernal,24708935,Bernal Heights,Entire home/apt,100.0,30,41,260,1.0,1.0,4.93,2,0.32,2014-12-10,100.0,100.0,50.0,10.586301369863014,True,False
4838843,"Large, Beautiful Flat in Cow Hollow",2917099,Marina,Entire home/apt,570.0,3,111,164,2.0,1.5,4.99,5,0.91,2012-07-12,285.0,380.0,114.0,13.0,True,True
4887475,Two Bed Private Bunk Bed @SF Hostel #1,22931450,Financial District,Private room,109.0,1,155,327,1.0,1.0,4.74,2,1.23,2014-10-24,109.0,109.0,54.5,10.715068493150685,True,False
4892016,3 Bed Pac Heights:Free Car PrkingA,20850212,Pacific Heights,Private room,179.0,1,328,208,1.0,1.0,4.45,5,2.59,2014-09-02,179.0,179.0,35.8,10.857534246575343,True,False
4896087,Charming Russian Hill - Junior 1BR Basement Apt.,25196982,Russian Hill,Entire home/apt,103.0,30,156,121,1.0,1.0,4.67,2,1.23,2014-12-25,103.0,103.0,51.5,10.545205479452054,True,False
4897595,Private Bedroom & Bathroom in SF City.,18123914,Western Addition,Private room,55.0,30,31,275,1.0,1.0,4.84,1,0.25,2014-07-15,55.0,55.0,55.0,10.991780821917809,True,False
4907924,Beautiful Victorian: Bed/Bath,96655,Noe Valley,Private room,78.0,30,51,283,1.0,1.0,4.76,1,0.4,2010-03-21,78.0,78.0,78.0,15.312328767123288,True,False
4949779,Gorgeous room w/SF city & bay views,96655,Noe Valley,Private room,99.0,30,47,294,1.0,1.0,4.79,1,0.38,2010-03-21,99.0,99.0,99.0,15.312328767123288,True,False
4959980,"2BR Sunset Suite, free SF Zoo passes",25419840,Outer Sunset,Entire home/apt,194.0,2,537,71,2.0,1.0,4.69,4,4.24,2014-12-31,97.0,194.0,48.5,10.528767123287672,True,False
4987668,Petite room in a Vegan Mission Penthouse,16382,Mission,Private room,85.0,28,285,99,1.0,1.0,5.0,1,2.29,2009-05-09,85.0,85.0,85.0,16.17808219178082,True,False
5005692,Nob Hill cozy single bedroom #3,23719876,Nob Hill,Private room,88.0,30,26,305,1.0,1.0,4.77,2,0.2,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
5025420,Nob Hill cozy single bedroom #5,23719876,Nob Hill,Private room,77.0,30,8,278,1.0,1.0,4.5,2,0.07,2014-11-13,77.0,77.0,38.5,10.66027397260274,True,False
5027016,Cozy Studio by Beach & Golden Gate Park,25943995,Outer Sunset,Entire home/apt,100.0,30,112,296,0.0,1.0,4.5,2,0.89,2015-01-11,inf,100.0,50.0,10.498630136986302,True,False
5031660,Nob Hill cozy single bedroom #2,23719876,Nob Hill,Private room,88.0,30,19,312,1.0,1.0,4.68,2,0.16,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
5031745,Nob Hill cozy single bedroom #1,23719876,Nob Hill,Private room,88.0,30,19,303,1.0,1.0,4.79,2,0.16,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
5039986,Nob Hill cozy single bedroom #7,23719876,Nob Hill,Private room,88.0,30,30,312,1.0,1.0,4.73,2,0.24,2014-11-13,88.0,88.0,44.0,10.66027397260274,True,False
5086367,Semi-Circle Modern Room / Private Street Entrance,5026313,Western Addition,Private room,84.0,30,18,104,0.0,0.0,4.94,1,0.14,2013-02-09,inf,inf,84.0,12.419178082191781,True,False
5117701,Go from City to Serenity in a Centrally Located Condo,1671976,Nob Hill,Entire home/apt,132.0,30,183,289,1.0,1.0,4.77,4,1.46,2012-01-30,132.0,132.0,33.0,13.449315068493151,True,False
5123765,"Historic Marina Flat w/ green view, garage parking",11269874,Marina,Entire home/apt,250.0,30,0,327,2.0,1.0,,4,0.0,2014-01-13,125.0,250.0,62.5,11.493150684931507,True,False
5144482,Gorgeous & stylish unit w/parking,8146166,West of Twin Peaks,Entire home/apt,139.0,2,533,315,1.0,1.0,4.89,3,4.35,2013-08-14,139.0,139.0,46.333333333333336,11.90958904109589,True,False
5154242,Private room at San Francisco,26653520,Crocker Amazon,Private room,45.0,30,93,109,1.0,1.0,4.14,2,0.75,2015-01-24,45.0,45.0,22.5,10.463013698630137,True,False
5172959,"Sweet SF Penthouse - Bed+Bath, Sunsets, Yoga & Zen",2618348,Presidio Heights,Private room,125.0,30,44,166,1.0,1.0,4.98,1,0.36,2012-06-12,125.0,125.0,125.0,13.082191780821917,True,False
5195922,Spacious Private Room in SF,26653520,Outer Mission,Private room,50.0,30,27,253,1.0,1.0,4.07,2,0.23,2015-01-24,50.0,50.0,25.0,10.463013698630137,True,False
5196070,Private room inlaw in san francisco,26653520,Crocker Amazon,Private room,50.0,30,32,331,1.0,0.0,4.38,2,0.26,2015-01-24,50.0,inf,25.0,10.463013698630137,True,False
5196116,Spacious inlaw in San Francisco,26653520,Crocker Amazon,Private room,50.0,30,56,130,1.0,1.0,4.59,2,0.45,2015-01-24,50.0,50.0,25.0,10.463013698630137,True,False
5196233,San Francisco Private Studio,26653520,Crocker Amazon,Entire home/apt,53.0,30,64,195,1.0,1.0,4.45,2,0.52,2015-01-24,53.0,53.0,26.5,10.463013698630137,True,False
5217164,Private and cozy 3 room In-Law Garden apartment.,26991996,Bayview,Entire home/apt,94.0,3,109,311,1.0,1.0,4.65,2,0.88,2015-01-31,94.0,94.0,47.0,10.443835616438356,True,False
5242394,Private Cozy Studio Flat  4U!,11997544,Potrero Hill,Entire home/apt,126.0,3,309,117,1.0,1.0,4.94,3,2.7,2014-02-06,126.0,126.0,42.0,11.427397260273972,True,False
5272750,Triple Private Room @ Fun & Social Hostel#1,22931450,North Beach,Private room,109.0,1,514,324,1.0,10.0,4.73,3,4.11,2014-10-24,109.0,10.9,36.333333333333336,10.715068493150685,True,False
5327231,NEW! Stylish and Best Location In Pacific Heights,306980,Western Addition,Entire home/apt,699.0,7,16,189,3.0,2.0,5.0,5,0.16,2010-12-01,233.0,349.5,139.8,14.613698630136986,True,True
5413930,Classic 2BR/1BA  Apt/Main Flat in House/Mission,24153978,Mission,Entire home/apt,159.0,4,308,294,2.0,1.0,4.79,2,2.46,2014-11-25,79.5,159.0,79.5,10.627397260273973,True,False
5443493,"Beautiful Cottage, hot tub, in great neighborhood",14170355,Castro/Upper Market,Entire home/apt,271.0,1,225,322,1.0,1.0,4.95,4,2.65,2014-04-11,271.0,271.0,67.75,11.252054794520548,True,False
5480795,Hotel Pac Hgts 2 Bed Free Car ParkE,20850212,Marina,Private room,149.0,1,412,218,1.0,1.0,4.59,4,3.3,2014-09-02,149.0,149.0,37.25,10.857534246575343,True,False
5537718,A Modern Architectural Home,10665750,Bernal Heights,Entire home/apt,800.0,5,15,52,3.0,2.5,5.0,6,0.18,2013-12-17,266.6666666666667,320.0,133.33333333333334,11.567123287671233,True,True
5547500,1 Private Bed & Bath w/ Castro & City Views,23071835,Twin Peaks,Private room,134.0,3,447,301,1.0,1.0,4.94,2,3.73,2014-10-28,134.0,134.0,67.0,10.704109589041096,True,False
5561787,Safe Clean Free Parking 3 Bath Exquisite Design,5565510,West of Twin Peaks,Private room,50.0,3,66,175,1.0,3.0,4.86,1,0.53,2013-03-21,50.0,16.666666666666668,50.0,12.30958904109589,True,False
5572169,Primary Suite Golden Gate Bridge view Private Deck,930744,Marina,Private room,155.0,1,487,53,1.0,1.0,4.94,3,3.94,2011-08-06,155.0,155.0,51.666666666666664,13.934246575342465,True,False
5577516,Beautiful Apartment with Green views,6875334,Inner Sunset,Entire home/apt,114.0,30,88,110,2.0,1.0,4.84,4,0.86,2013-06-12,57.0,114.0,28.5,12.082191780821917,True,False
5592675,"Marina apt w/ private garden, 1 block from Bay",28996560,Marina,Entire home/apt,140.0,30,21,203,1.0,1.0,5.0,3,0.18,2015-03-08,140.0,140.0,46.666666666666664,10.345205479452055,True,False
5619003,One Bedroom available for rent,6062018,Marina,Private room,160.0,30,0,365,1.0,1.0,,1,0.0,2013-04-23,160.0,160.0,160.0,12.219178082191782,True,False
5632275,PRIVATE 1BR  FLAT w/ PATIO - heart of sunny Noe,20672353,Noe Valley,Entire home/apt,129.0,30,126,177,1.0,1.0,4.82,2,1.02,2014-08-29,129.0,129.0,64.5,10.868493150684932,True,False
5632452,Charming 1 bedroom in law Inner Sunset at UCSF,20497687,Inner Sunset,Entire home/apt,113.0,1,453,267,1.0,1.0,4.86,4,4.74,2014-08-25,113.0,113.0,28.25,10.87945205479452,True,False
5650515,Safe+clean+Parking+Ocean View 3 Bath Copper Studio,5565510,West of Twin Peaks,Private room,46.0,3,75,288,1.0,3.0,4.61,1,0.6,2013-03-21,46.0,15.333333333333334,46.0,12.30958904109589,True,False
5666413,Nob Hill Hideaway 1,13471395,Nob Hill,Entire home/apt,82.0,30,25,208,0.0,1.0,4.6,2,0.21,2014-03-24,inf,82.0,41.0,11.301369863013699,True,False
5666454,Nob Hill Hideaway 3,13471395,Chinatown,Entire home/apt,89.0,30,21,311,0.0,1.0,4.62,2,0.2,2014-03-24,inf,89.0,44.5,11.301369863013699,True,False
5707532,Modern Charming Pacific Heights Home Best Location,2799894,Pacific Heights,Entire home/apt,753.0,2,44,11,2.0,2.0,4.93,4,0.95,2012-07-01,376.5,376.5,188.25,13.03013698630137,True,True
5788099,Spectacular Telegr. Hill Townhouse,30031657,North Beach,Entire home/apt,485.0,2,75,271,3.0,2.0,4.85,6,0.61,2015-03-26,161.66666666666666,242.5,80.83333333333333,10.295890410958904,True,False
5861266,SUPER Master Bed En-suite @GG Park,10829039,Inner Richmond,Private room,149.0,2,56,296,1.0,1.5,4.82,2,0.46,2013-12-26,149.0,99.33333333333333,74.5,11.542465753424658,True,False
5933430,Beautiful 3 bedroom with garden and PARKING,1808969,Bernal Heights,Entire home/apt,392.0,3,33,212,3.0,1.0,5.0,6,0.27,2012-02-25,130.66666666666666,392.0,65.33333333333333,13.378082191780821,True,False
5955398,"Work from home 3BR, with 3 desks",1257432,Russian Hill,Entire home/apt,241.0,30,17,106,3.0,2.0,4.47,3,0.14,2011-10-06,80.33333333333333,120.5,80.33333333333333,13.767123287671232,True,False
5970639,Knockout Panoramic View 1 Bedrm,5153588,Bayview,Entire home/apt,109.0,30,15,167,1.0,1.0,4.87,2,0.12,2013-02-19,109.0,109.0,54.5,12.391780821917807,True,False
5970775,"Spacious, Quiet Room",5153588,Bayview,Private room,26.0,30,2,164,1.0,1.0,5.0,1,0.17,2013-02-19,26.0,26.0,26.0,12.391780821917807,True,False
5978964,Classic Car Room ~ Excelsior Dist.,31039935,Excelsior,Private room,75.0,2,215,231,1.0,1.0,4.97,2,1.75,2015-04-11,75.0,75.0,37.5,10.252054794520548,True,False
5998790,Bright bdrm in lovely Bernal Home,16745765,Bernal Heights,Private room,94.0,1,244,235,1.0,1.0,4.72,1,2.08,2014-06-13,94.0,94.0,94.0,11.07945205479452,True,False
6006768,Private Charming Garden Guest Suite Presidio Hts.,26870698,Presidio Heights,Entire home/apt,166.0,2,604,39,1.0,1.0,4.95,2,4.92,2015-01-28,166.0,166.0,83.0,10.452054794520548,True,False
6015077,Amazing Beachfront Incredible Sunsets 3 bdm/2 bath,30853035,Outer Sunset,Entire home/apt,298.0,30,151,76,3.0,2.0,4.76,6,1.31,2015-04-08,99.33333333333333,149.0,49.666666666666664,10.26027397260274,True,False
6072767,Beautiful in-law type unit with ocean views,31521801,Inner Sunset,Entire home/apt,147.0,2,206,50,1.0,1.0,4.91,2,1.72,2015-04-19,147.0,147.0,73.5,10.23013698630137,True,False
6091945,Large Room in Residential SF Home,31607663,West of Twin Peaks,Private room,108.0,3,10,215,1.0,1.0,4.7,1,0.08,2015-04-20,108.0,108.0,108.0,10.227397260273973,True,False
6092049,Castro Oasis with Private Deck,31615642,Castro/Upper Market,Entire home/apt,233.0,1,634,124,1.0,1.0,4.98,2,5.13,2015-04-20,233.0,233.0,116.5,10.227397260273973,True,False
6092596,Mission Dolores Suite,31603026,Castro/Upper Market,Entire home/apt,334.0,2,835,339,1.0,1.0,4.9,2,6.88,2015-04-20,334.0,334.0,167.0,10.227397260273973,True,False
6107258,3 Bed Pac Heights: Free Car ParkingB,20850212,Pacific Heights,Private room,179.0,1,323,207,1.0,1.0,4.45,5,2.86,2014-09-02,179.0,179.0,35.8,10.857534246575343,True,False
6145605,"Comfortable, Stylish Studio with PARKING! Safe!",1196837,Visitacion Valley,Entire home/apt,128.0,1,266,198,0.0,1.0,4.7,4,2.16,2011-09-22,inf,128.0,32.0,13.805479452054794,True,False
6154096,Luxury & Location: 5 Star San Francisco Experience,31868678,Russian Hill,Entire home/apt,531.0,1,34,31,1.0,1.0,4.94,4,0.38,2015-04-24,531.0,531.0,132.75,10.216438356164383,True,True
6156195,Brand NEW - Prime Castro LOCATION,31936468,Castro/Upper Market,Entire home/apt,249.0,30,81,269,1.0,1.0,4.91,4,0.66,2015-04-25,249.0,249.0,62.25,10.213698630136987,True,False
6169292,Hotel Pac Hgts 2 Bed Free Car ParkA,20850212,Pacific Heights,Hotel room,149.0,1,278,181,1.0,1.0,4.37,4,2.27,2014-09-02,149.0,149.0,37.25,10.857534246575343,True,False
6188428,SF Bay Views Waterfront 2 Bdr Apt-Fishermans Wharf,30069369,North Beach,Private room,638.0,1,88,19,2.0,1.0,4.66,6,1.24,2015-03-26,319.0,638.0,106.33333333333333,10.295890410958904,True,True
6238270,Beautiful 3BR Victorian Apt in amazing location,17225793,Castro/Upper Market,Entire home/apt,298.0,30,6,55,3.0,2.0,4.83,3,0.05,2014-06-25,99.33333333333333,149.0,99.33333333333333,11.046575342465754,True,False
6238514,Noe Valley 2 bedroom retreat,6249565,Noe Valley,Entire home/apt,375.0,1,157,40,2.0,1.0,4.99,2,1.28,2013-05-06,187.5,375.0,187.5,12.183561643835617,True,False
6245649,Blake & Sara's Ocean Beach Pad,23982718,Outer Sunset,Entire home/apt,99.0,30,136,279,1.0,1.0,4.86,2,1.12,2014-11-20,99.0,99.0,49.5,10.64109589041096,True,False
6269649,Quaint Garden Apt @Golden Gate Park,10829039,Inner Richmond,Entire home/apt,145.0,30,17,166,2.0,1.0,4.65,4,0.14,2013-12-26,72.5,145.0,36.25,11.542465753424658,True,False
6301675,Urban Oasis in the Heart of SF,32546924,Nob Hill,Entire home/apt,125.0,30,34,305,0.0,1.0,5.0,2,0.31,2015-05-04,inf,125.0,62.5,10.189041095890412,True,False
6316753,female Hosts easy parking laundry near market bus,22402,Outer Mission,Private room,66.0,5,98,127,1.0,2.0,4.88,1,0.8,2009-06-20,66.0,33.0,66.0,16.063013698630137,True,False
6329340,Beloved San Francisco,15357373,Western Addition,Entire home/apt,174.0,30,23,303,3.0,1.0,4.83,4,0.19,2014-05-11,58.0,174.0,43.5,11.169863013698631,True,False
6329731,Love San Francisco - No Cleaning Fee!,15357373,Western Addition,Private room,180.0,30,49,303,1.0,1.0,4.88,2,0.4,2014-05-11,180.0,180.0,90.0,11.169863013698631,True,False
6336315,Edwardian Condo Centrally Located,5836827,South of Market,Private room,85.0,2,110,104,1.0,1.0,4.96,2,1.13,2013-04-08,85.0,85.0,42.5,12.26027397260274,True,False
6344096,"Large room, convenient location /w views, parking",3588642,Noe Valley,Private room,81.0,30,17,294,1.0,1.0,4.88,1,0.14,2012-09-16,81.0,81.0,81.0,12.819178082191781,True,False
6348742,Cozy 1BR Noe Valley apt (30+ days),17187571,Noe Valley,Entire home/apt,178.0,30,97,133,1.0,1.0,4.89,2,0.8,2014-06-24,178.0,178.0,89.0,11.04931506849315,True,False
